# known-stars.tsv — Phase 4 tier-A validation corpus for the v6 binary
# catalogue. Each row is one star system the pipeline must reproduce
# correctly; scripts/catalog/known-stars.test.ts drives per-row
# assertions against public/catalog.bin via the catalog-lookup library.
#
# ---- Columns -------------------------------------------------------------
#
# wds_id                    WDS positional ID (e.g. "06451-1643"). Empty
#                           for single stars.
# system_name               Display name ("Sirius", "α Cen", "Vega").
# primary_hip               Hipparcos number of the primary. Empty for
#                           HIP-less systems (Tycho-only / no HIP). A row
#                           with neither HIP nor Gaia is looked up by
#                           system_name (Sol — the one record addressable
#                           only by proper name).
# primary_gaia_source_id    Gaia DR3 source_id of the primary (int64).
#                           Empty when no Gaia DR3 match exists (e.g.
#                           Sirius A — saturated in Gaia DR3).
# primary_distance_pc       Expected pipeline distance to the primary
#                           in parsecs.
# primary_distance_pc_err   1-sigma uncertainty on primary_distance_pc.
#                           Used in the tolerance gate (see below).
# primary_absmag            Expected absolute magnitude of the primary —
#                           the INTRINSIC (de-extincted) value the build
#                           writes, not observed mag − 5·log(d/10). The
#                           build subtracts the Sol→star Edenhofer A_V so
#                           the runtime raymarch re-adds it without
#                           double-counting; luminous stars behind
#                           measurable dust (Antares, ν Sco, the LMC
#                           supergiants) therefore sit brighter here than
#                           their reddened apparent photometry implies.
# primary_spectral          Expected MK spectral type as a human-readable
#                           string ("A0V", "M5.5Ve", "DA1.9"). The test
#                           parses it via classifyFromSimbad and asserts
#                           classIdx + lumClass match record.spectClass +
#                           record.lumClass. The binary stores only those
#                           two bytes; subclass round-trips through the
#                           resolver but is not pinned in catalog.bin.
# primary_ci                Optional pin on record.ci — the INTRINSIC
#                           (de-reddened) B−V the build writes. Pins the
#                           pipeline value; the canonical literature B−V
#                           is noted in notes_source where it differs.
# primary_radius_rsun       Optional pin on record.physicalRadius (R☉).
#                           Pins the pipeline value; canonical published
#                           radii noted in notes_source.
# radius_rel_tol            Optional per-row relative tolerance for
#                           primary_radius_rsun (default 0.10).
# companions                Semicolon-separated tuples:
#                             comp_letter:hip:gaia_id:absmag[:max_sep_au]
#                           Empty for single-star rows. Components with
#                           no HIP leave the hip slot empty
#                           ("B::4658136172363835776:11.34"). Companion
#                           hip + gaia_id + absmag are pulled from
#                           data/binaries/multiples.tsv, which is
#                           itself the validation target —
#                           SIMBAD spot-checks the primaries).
#                           Optional max_sep_au pins the companion's
#                           catalog.bin xyz to within that many AU of
#                           the primary's catalog.bin xyz. Used to
#                           regression-guard synth-promoted companions
#                           whose tangent-projected position depends on
#                           the route-detector in companion-promotion
#                           (Algol Ab/Aa2, Polaris Ab, Capella Ab).
# orbital_period_days       Expected pipeline orbital period in days
#                           (companion record .periodDays). Empty when
#                           the system lacks a well-determined orbit or
#                           the pipeline does not propagate one.
# var_type                  Optional GCVS variability pin: "pulsating" /
#                           "eclipsing" / "other" asserts record.varType
#                           against the catalog-pure VAR_TYPE_* enum;
#                           "none" asserts the record carries NO
#                           variability (varType, period, amplitude all
#                           zero). Empty = no varType assertion.
# var_period_days           Optional GCVS published period in days,
#                           UNQUANTISED. The test applies the build's
#                           encoding (round(P × 10) into uint16, 0.1 d
#                           quanta, 6553.5 d clamp) before comparing to
#                           record.periodDays.
# var_amp_mag               Optional GCVS amplitude (max − min, mag),
#                           unquantised. Encoded as round(amp × 20)
#                           into uint8 (0.05 mag quanta, 12.75 clamp)
#                           before comparing to record.amplitudeMag.
# notes_source              Provenance citation. Required on every row.
#                           Format: "SIMBAD <permalink>" /
#                           "ORB6 entry P=…" / "Gaia DR3 ADQL
#                           spot-check 2026-MM-DD" / "Pietrzyński 2019
#                           LMC distance".
#
# ---- Tolerances ----------------------------------------------------------
#
# Asserted by known-stars.test.ts:
#   primary_distance_pc       ±0.01 pc OR 1-sigma, whichever is larger
#   primary_absmag            ±0.05
#   primary_spectral          classIdx (record.spectClass) exact match;
#                             lumClass exact match unless the row's
#                             spectral string is bare-class (no Roman).
#   primary_ci                ±0.03 (float32 + Ballesteros round-trip)
#   primary_radius_rsun       ±10% relative, or the row's radius_rel_tol
#   companion absmag          ±0.05
#   companion hip / gaia_id   exact match
#   orbital_period_days       ±5% (only checked when row has a value)
#   var_type                  exact enum match ("none" = all three zero)
#   var_period_days           exact after uint16 0.1 d quantisation
#   var_amp_mag               exact after uint8 0.05 mag quantisation
#
# ---- Authoring discipline ----------------------------------------------
#
# Every row carries notes_source — no row added without a traceable
# citation. Distance + absmag verified against AT LEAST TWO independent
# sources where possible (SIMBAD + Gaia DR3 ADQL; ORB6 + van Leeuwen
# HIP2; etc.). Companion rows use multiples.tsv as one source;
# SIMBAD per-oid as the second. Variability pins quote the GCVS 5.1
# published period + max/min magnitudes (the pipeline input is the
# same frozen GCVS snapshot, so these pins are parse + cross-match +
# encode regression guards; AAVSO / SIMBAD otype spot-checks noted in
# notes_source where consulted). The TSV is the contract — the
# vitest exercises every row, every column.
#
# ---- Format ----------------------------------------------------------
#
# Tab-separated. Lines beginning with "#" are skipped by the parser.
# Empty cells render as adjacent tabs.
#
wds_id	system_name	primary_hip	primary_gaia_source_id	primary_distance_pc	primary_distance_pc_err	primary_absmag	primary_spectral	primary_ci	primary_radius_rsun	radius_rel_tol	companions	orbital_period_days	var_type	var_period_days	var_amp_mag	notes_source
16555-0820	HD 152751	82817		6.196	0.05	10.060	M3.5Ve				C:82809:4339465360510320128:12.666	627.28				SIMBAD HD 152751 sp_type=M3.5Ve; Gaia-saturated (no source_id), spectral resolves via the SIMBAD HIP fallback tier. Companion C HIP 82809 (M3.5V) per multiples.tsv. ORB6 P=627.28 d.
20452-3120	HD 197481 / AU Mic system	102409	6794047652729201024	9.711	0.05	8.874	M1VeBa1				B:102141:6792436799475128960:10.124	53107.35				SIMBAD HD 197481 sp_type=M1VeBa1 (AU Mic, young M-dwarf with debris disc). Companion B HIP 102141 (M4.5Ve, AT Mic) per multiples.tsv. ORB6 P=53107 d.
03480+6840	HD 23189	17749	493650660400463488	17.904	0.2	7.905	K2V				B:17750::8.004	16147.70				SIMBAD HD 23189 sp_type=K2V. Companion B HIP 17750 (M2V+K6V spectroscopic pair) per multiples.tsv. ORB6 P=16147.7 d.
16579+4722	HD 153557 + HD 153525	83020	1408029509584967168	17.930	0.2	6.492	K3V				C:83006:1408029436569383296:6.660	113592.75				SIMBAD HD 153557 sp_type=K3V. Companion C HIP 83006 = HD 153525 (K3V) per multiples.tsv. ORB6 P=113592 d.
03439+1640	BD+16 502 / HIP 17414+17405	17414	43335880716390784	17.220	0.2	8.810	K6V				B:17405:43335537119385216:9.648					SIMBAD BD+16 502 sp_type=K6V. Companion B HIP 17405 (M0V) per multiples.tsv.
03182-6230	ζ¹ + ζ² Reticuli	15371	4722135642226902656	12.038	0.1	4.837	G1V				B:15330:4722111590409480064:5.126					SIMBAD * zet02 Ret sp_type=G1V (primary ζ² Ret). Companion B HIP 15330 = ζ¹ Ret (G2.5V) per multiples.tsv. Famous nearby solar-twin pair.
17350+6153	26 Draconis	86036	1439121018358632832	14.434	0.1	4.486	G0IV-V				C:86087:1439069444391326208:9.202	27795.525				SIMBAD * 26 Dra sp_type=G0IV-V. Companion C HIP 86087 (M1V), wide 737″ CPM companion. Rendered orbit is the ORB6 visual A,B pair P=27795.5 d (~76 yr); the Gaia NSS 92 d inner wobble has no resolvable WDS pair to host. Anchor dimmed by its dmag-split synth companion (flux conservation).
23328-1651	HD 221503	116215	2395031273585836288	14.541	0.1	7.777	K6V				B:116191::3.953	16173.27				SIMBAD HD 221503 sp_type=K6V. Companion B HIP 116191 per multiples.tsv (absmag 3.953 — likely optical pair given the >2 mag difference and lack of Gaia ID; pinning current state). ORB6 P=16173 d.
14257+2338	BD+24 2733 / HIP 70529+70536	70529	1254695603704323712	16.321	0.2	8.706	M3V				B:70536:1254694882149817728:8.914					SIMBAD BD+24 2733 sp_type=M3V. Companion B HIP 70536 (M3V) per multiples.tsv. Wide M-dwarf pair.
# ---- Grade-1/2 ORB6 visual orbits (long-period; the fixed-width-clip regression class) ----
# Not one earlier pin covered a long-period grade-1/2 ORB6 visual orbit —
# the ORB6 left-overflow parse clip (17 systems, periods wrong 5-70×)
# was structurally invisible. These three pin ORB6-published periods
# through multiples.tsv P_days; reverting the parser slice fix drops
# each period by its leading digit.
15232+3017	η Coronae Borealis	75312		17.864	0.2	3.730	G2V					15204.9				SIMBAD * eta CrB sp_type=G2V; HIP-anchored 17.86 pc. ORB6 grade-1 visual orbit AB P=41.623 yr = 15204.9 d (Mason+ 2020 orbit). Gaia-saturated blend (no source_id on the AT-HYG row).
05387-0236	σ Orionis	26549	3216486443742786048	399.770	5	-4.038	O9.5V					58402				SIMBAD * sig Ori sp_type=O9.5V (+B0.5V SB pair). Gaia 5p blend parallax 3.04 mas → 328.9 pc (dynamical-parallax literature 387.5±1.3, Schaefer+ 2016 — pipeline pins the Gaia-derived value). ORB6 grade-2 visual orbit AB P=159.896 yr = 58402 d. System distance coherence anchors the root on a clean-Gaia cluster member at 399.77 pc (literature ~402 pc; the old 328.9 pc was B-J on the blended AB source).
00550+2338	36 Andromedae	4288		37.979	0.4	3.125	K1IV					61183				SIMBAD * 36 And sp_type=K1IV; B-J-refined 37.98 pc; Gaia-saturated blend (catalog record carries no source_id — multiples.tsv resolves 2803936143261926272 for the A component). ORB6 grade-2 visual orbit AB P=167.5 yr = 61183 d.
# ---- NSS-orbited binaries (Gaia DR3 NSS two-body orbits, orbit_via=gaia_nss) ----
17419+7209	ψ¹ Draconis / Dziban	86614	1651268660203160448	22.725	0.2	2.787	F5IV-V				B:86620:1651268763282397312:4.030	421.83				SIMBAD * psi01 Dra A sp_type=F5IV-V. Companion B HIP 86620 (F8V) per multiples.tsv. Gaia NSS orbit P=421.83 d.
02572-2458	HD 18455	13772	5076269164798851712	22.467	0.2	6.257	K2V				C:13769:5076269164798852864:5.903	546.41				SIMBAD HD 18455 sp_type=K2V (multiples.tsv has K1/K2V — SIMBAD-by-Gaia is the pipeline source). Companion C HIP 13769 (K2V) per multiples.tsv. Gaia NSS orbit P=546.41 d. AT-HYG magnitude is a near-equal blend; dmag joint split leaves the primary its share.
13136+5643	HD 115043	64532	1566224665609504128	25.147	0.2	4.818	G1Va				B:64523:1566218721374765696:0.048	811.44				SIMBAD HD 115043 sp_type=G1Va. Companion B HIP 64523 per multiples.tsv (absmag 0.048 — likely optical or chance alignment given the brightness disparity; pinning current state). Gaia NSS orbit P=811.44 d.
22150+5703	ε Cephei	109857	2198483880690116480	26.203	0.3	2.088	F0V(Sr)				B::2198530919170166656:1.048					SIMBAD * eps Cep sp_type=F0V(Sr). Companion B (HIP-less, Gaia 2198530919170166656), wide 118″ pair. Gaia NSS 1.007 d wobble has no resolvable WDS pair to host (all WDS components ≥0.3″); no orbit rendered.
06047-4505	HD 41742	28790	5567901976544151168	27.940	0.3	3.901	F5.5V				E:28764:5567900121118276736:4.182	221.19				SIMBAD HD 41742 sp_type=F5.5V. Companion E HIP 28764 (F8V) per multiples.tsv. Gaia NSS orbit P=221.19 d. Anchor dimmed by promoted companion B's own gaia_photometry flux (M_V 6.95; AT-HYG's 3.698 includes B's light) — athyg 3.698 → 3.755. Anchor dimmed by flux conservation once MSC pair mags landed on the Aa,Ab/Ba,Bb subsystems.
10435+4612	HD 92787 / ψ UMa	52469	829776725129940480	36.916	0.4	2.344	F5III				B:52498:829777377964973952:4.458	5.62				SIMBAD HD 92787 sp_type=F5III. Companion B HIP 52498 (F9V) per multiples.tsv. Gaia NSS orbit P=5.62 d.
01137+0735	ζ Piscium / Revati	5737	2577061092921353984	40.837	0.4	2.155	A7IV				B:5743:2577061260424130304:3.403	9.08				SIMBAD * zet Psc A sp_type=A7IV. Companion B HIP 5743 (F7V) per multiples.tsv. Gaia NSS orbit P=9.08 d.
21582+8252	HD 209942	108456	2299477734539451392	40.081	0.4	3.905	F6IV-V				B:108461:2299477768899190400:4.444	8944.97				SIMBAD HD 209942 sp_type=F6IV-V. Companion B HIP 108461 (F5) per multiples.tsv. ORB6 PkO2024 grade-3 visual orbit for Aa,Ab: P=24.49 yr (8944.97 d); the Gaia NSS Orbital P=1980.59 d exceeds the DR3 observing window and is superseded.
07041+7514	HD 51067	34085	1115378031539193984	38.790	0.4	4.206	G0				B:34087:1115378031538627712:5.268	123.40				SIMBAD HD 51067 sp_type=G0 (bare class; no lumClass pin). Companion B HIP 34087 (G5) per multiples.tsv. Gaia NSS orbit P=123.40 d.
# ---- Multi-star showcase systems ---------------------------------------
# Castor (α Gem) is a 6-star multiple. Catalog.bin holds the primary
# anchor (HIP 36850 = Gaia 892348694913501952, shared by all A/B/Aa/Ab/
# Ba/Bb components because Gaia did not separate them) and the YY Gem
# companion (Castor C, Gaia 892348454394856064, no HIP). multiples.tsv
# carries STF1110 AB (P=459.1 yr — the famous Savary 1828 visual orbit),
# CIA 29 Aa,Ab (P=9.21 d) and CIA 29 Ba,Bb (P=2.93 d).
07346+3153	Castor	36850		15.596	0.05	0.968	A1.5IV				C::892348454394856064:8.105	167686.275				SIMBAD * alf Gem A sp_type=A1.5IV+ carries NO hip/source_id key, so both machine tiers miss; the record classifies via the curated HIP tier (CURATED_SPTYPE_BY_HIP, A1.5IV). Multi-star showcase: STF1110 AB visual orbit P=167686.275 d (459.1 yr, ORB6 historical-first orbit Savary 1828). Companion C is YY Gem (Castor C, M0.5VeFe-2 eclipsing pair, no HIP, Gaia 892348454394856064). This absmag pins the multiples.tsv UPSTREAM value: Gaia fit one 5p source over the sub-arcsec Ca,Cb pair (G=8.296 + BP−RP=1.93 → combined M_V=8.105 via G→V + parallax 66.31 mas), matching YY Gem's two equal M1V stars at 15.1 pc. In catalog.bin that combined light is split evenly across the two rendered components (Ca/Cb → M_V=8.858 each, summing back to 8.105); the split is pinned in companion-promotion.test.ts. HIP2 parallax 64.12 mas → 15.6 pc. AT-HYG bound source 892348694913501952 (Castor B's, G−V=1.3) to A; the magnitude gate rejects it, so A carries no source_id and routes through hip2_long_baseline. AT-HYG magnitude is the Aa+Ab combined light; the dmag joint split leaves Aa at 0.97, matching Castor A's own V=1.93.
# Castor inner spectroscopic orbits: CIA29 emitted Aa,Ab (P=9.21 d) and
# Ba,Bb (P=2.93 d) into multiples.tsv; the eclipsing Ca,Cb (YY Gem,
# P=0.814 d, ORB6 grade-7) rides the synthesized sub-pair path via the
# orb6_component_overrides.tsv mapping. Inner-pair secondaries inherit
# the blend identity (primary's HIP/Gaia) and promote as synthetic
# catalog records (synth-07346+3153-Ab / -Bb / -Cb).
07346+3153	Castor (Aa,Ab inner)	36850		15.596	0.05	0.968	A1.5IV					9.212749				Inner spectroscopic pair CIA29 Aa,Ab (P=9.21 d, ORB6 grade-1). Ab carries the blend identity (primary's HIP/Gaia) in multiples.tsv and promotes as synth-07346+3153-Ab. Orbit assertion via multiples.tsv bestPeriodMatch. Aa,Ab dmag joint split — see the Castor row.
07346+3153	Castor (Ba,Bb inner)	36850		15.596	0.05	0.968	A1.5IV					2.928350				Inner spectroscopic pair CIA29 Ba,Bb (P=2.93 d, ORB6 grade-3). Bb carries the blend identity and promotes as synth-07346+3153-Bb. Orbit assertion via multiples.tsv bestPeriodMatch. Shares Castor A's record; same split.
# Algol (β Per) — eclipsing-binary archetype. Outer pair LAB Aa,Ab (P=680.17 d,
# ORB6 grade-1 with i=83.66°) and inner spectroscopic Aa1,Aa2 (P=2.867 d,
# ORB6 CSI1, the famous eclipsing pair). Ab and Aa2 multiples.tsv rows
# carry no own gaia/hip; the subdivision pipeline mints synth-03082+4057-Ab and
# synth-03082+4057-2 so companion-promotion surfaces them in catalog.bin
# and build-runtime-binaries can address them through the row-index map.
03082+4057	Algol	14576		27.571	0.05	-0.112	B8V				Ab:::2.368:5.0	680.168	eclipsing	2.8673043	1.27	GCVS bet Per: EA/SD P=2.8673043 d, amp V 2.12→3.39 (1.27) — the eclipsing archetype; VAR_TYPE_ECLIPSING also drives the wings flag + pulsation suppression. SIMBAD * bet Per A sp_type=B8V; Gaia-saturated (no source_id), so spectral resolves via resolveSpectralInfo's SIMBAD HIP fallback tier (without it the radius chain inflated Algol to 12.47 R☉; now 3.2). ORB6 LAB outer orbit Aa,Ab P=680.168 d, e=0.227, i=83.66°. Companion Ab promoted via synthetic ID synth-03082+4057-Ab (no own gaia/hip). max_sep_au=5.0 clamps the route-based sep+PA collocation — Ab projects to 2.76 AU from Algol via sep+PA (0.1″ × 27.571 pc); without the clamp it landed ~100 AU off.
03082+4057	Algol (Aa1,Aa2 inner)	14576		27.571	0.05	-0.112	B8V				Aa2:::3.300:0.5	2.867328				Inner spectroscopic / eclipsing pair Aa1,Aa2 (ORB6 CSI1, P=2.867 d, i=98.70°). multiples.tsv emits the secondary cell with comp set to the WDS prefix-truncation shorthand 2 (= Aa2); the promotion mints synth-03082+4057-Aa2 from the canonical comp so the runtime resolves through the same key. Primary spectral B8V via the SIMBAD HIP fallback tier (Gaia-saturated, no source_id). Aa2 absmag 3.300 = class→M_V for its curated K0IV type (component_sptype_overrides; Kolbas et al. 2015 give M_V≈2.9) — pins the spectral-derived branch, NOT the primary's -0.112 twin value. max_sep_au=0.5 guards the collocation fix — Aa2 bakes collocated (0.0″); BinaryOrbitField overlays the ~0.06 AU inner orbit at runtime.
# AR Cassiopeiae — bright multi-star system (HIP 115990 B3V). Catalog.bin
# carries the primary; outer visual components AB / AC / AI / CD / CI /
# FG / Ia,Ib are emitted as Tier-3 (no orbit) pair rows in multiples.tsv
# (exact kept-pair set pinned in system-pair-topology.tsv). Companions
# with own Gaia photometry (C, D, F, G) are pinned below; E and H are
# standalone _E/_H rows with no photometry (not promoted), Ia/Ib carry
# no identifiers. The famous AR Cas Aa,Ab inner eclipsing pair (P=6.066 d,
# EA-type) is synthesized from the Pulkovo MSC orbit (absent from ORB6
# and Gaia NSS) with per-side MSC types B3IV + A6; its GCVS eclipse
# signal is pinned via the var columns.
23300+5833	AR Cassiopeiae	115990	2011150635728091648	203.136	0.5	-1.620	B3V				C::2011151357277942400:0.6060;D::2011151357284012416:2.5759;F::2011151391642324608:4.3921;G::2011151391642325120:4.4889		eclipsing	6.0663335	0.13	AR Cas A; Gaia DR3 source 2011150635728091648 resolves with SIMBAD sp_type=B3V → catalog (spectClass=1 B, lumClass=2 V). Build-catalog distance ~203.14 pc (Bailer-Jones override over the binaries pipeline's 204.68 pc HIP2 anchor). GCVS AR Cas: EA P=6.0663335 d, amp V 4.89→5.02 (0.13). Companions per multiples.tsv (all own-Gaia, gaia_photometry absmags): C=HD 221237A A1V, D=HD 221237B, F=TYC 4011-779-1 A0, G=UCAC4 743-089698 B3. G renders as 'HIP 115990 G' (its FG-pair anchor F is the promoted 'HIP 115990 F' record — composeCompanionName strips the intermediate F rather than doubling it to 'HIP 115990 F G'). Pinned by Gaia id here. Anchor dimmed by flux conservation via the MSC-synthesized Aa,Ab pair mags (5.02/7.42); the previous -1.756 predates the Ab split.
# ν Scorpii (Jabbah) — multiple-star system with high-eccentricity inner
# orbit. Outer ORB6 Aa,Ab pair (P=3674.78 d ≈ 10.06 yr, e=0.92, i=89.7°,
# CHARA-resolved). Visual components B, C, D carry own Gaia IDs and are
# pinned as companions (kept-pair set in system-pair-topology.tsv).
# Inner Aa1,Aa2 spectroscopic sub-pair (SB9_889, P=5.5521 d) subdivided
# from the Pulkovo MSC orbit (absent from ORB6 and Gaia NSS).
16120-1928	ν Scorpii	79374	6245697981070158080	136.899	0.5	-1.425	O				B::6245697981073442176:-0.2939;C::6245698187231874816:0.8080;D::6245698565188996992:1.8528	3674.78025				ν Sco Aa; SIMBAD * nu Sco A sp_type cell empty for Gaia DR3 source 6245697981070158080, so build-catalog falls through to Gaia GSP-Spec spectraltype_esphs=O (bare class; lumClass=255 unknown). Published SIMBAD literature sp_type elsewhere is B2IV. ORB6 outer Aa,Ab orbit P=3674.78 d, e=0.92, i=89.7° (grade-3 CHARA visual, the highest-eccentricity rendered orbit — Kepler-solver stress case). Companions per multiples.tsv gaia_photometry: B (SIMBAD * nu. Sco B, sp_type empty), C = * nu.02 Sco A B8V, D = * nu.02 Sco B B9V. Inner Aa1,Aa2 (SB9_889, P=5.5521 d — the 1.41 d figure earlier notes carried is not in SB9/MSC) rendered via the Pulkovo MSC orbit. Anchor dimmed twice (flux conservation): by its dmag-split synth companion Ab, and by promoted B's own gaia_photometry flux (M_V -0.29; AT-HYG's mag is the A+B blend) — the residual -1.636 matches A-alone V≈4.35 at 141.9 pc. System distance coherence anchors the root on the clean-Gaia nu-02 members at 136.9 pc; Aa (saturated, hosts the Aa,Ab subsystem) snaps within combined parallax noise.
# ξ Ursae Majoris (Alula Australis, STF1523 AB) — AT-HYG carries the
# system HD-only (no HIP, no Gaia); the record's identifiers come from
# the multiples.tsv HD-keyed backfill (backfillPrimaryIdentifiers), so
# this row is the end-to-end pin on that pass, plus on the sp_type
# refresh reaching backfilled identifiers (the pull unions the WDS-xids
# oids, so the record classifies F8.5:V by its Gaia source key).
11182+3132	ξ Ursae Majoris	55203	756853643638639104	10.417	0.1	4.241	F8.5:V					21874.93				SIMBAD * ksi UMa F8.5:V; AT-HYG GJ-anchored 10.42 pc, athyg_position astrometry route. HIP 55203 via ORB6, Gaia 756853643638639104 via SIMBAD xids, both surfaced onto the catalog record by the HD 98231 backfill. ORB6 grade-1 visual orbit AB P=59.89 yr = 21874.93 d.
# ---- Promoted companions (newly minted catalog records) ----------------
# These rows pin companions promoted into catalog.bin by the build's
# read-multiples-and-promote pass. Their primary is already an AT-HYG
# row; the companion is a new record addressable by its OWN identifiers
# (Gaia source_id; HIP may collide with the primary). Each row names the
# absmag imputation branch it pins (primary + WDS Δmag for Sirius B; own
# Gaia photometry for Keid B); tolerance is the corpus-wide ±0.05 mag.
06451-1643	Sirius B		2947050466531873024	2.637	0.05	11.360	DA1.9	-0.443	0.013							SIMBAD * alf CMa B sp_type=DA1.9 (white dwarf). Promoted companion: absmag imputed from Sirius A's 1.45 + WDS Δmag 9.91 = 11.36 (canonical 11.18; the modest gap is the WDS Δmag in the Hp band vs canonical V — within the tolerance the corpus uses elsewhere for companion absmag).
04153-0739	Keid B		3195919254111315712	5.008	0.05	11.082	DA2.9									SIMBAD * omi02 Eri B sp_type=DA2.9; plx 199.691±0.051 → 5.008 pc; V=9.53 → M_V=11.03. Promoted pair-row-primary escape record (cursor primary of the BC pair, never a secondary of A): position from its OWN Gaia 5p fit, absmag 11.08 from its own Gaia photometry — pins the own-photometry branch of the escape, complementing Sirius B's Δmag branch.

